latitude,longitude,crime_rate,traffic_density,lighting,time_of_day,cluster,region_severity
18.494193670687352,73.86525600363349,0.8236471495005976,0.4921200841598366,0.9364753548539764,day,3,danger
18.460322840002544,73.92001702428894,0.9370625919194716,0.0729139219438941,0.9154816900638214,night,2,danger
18.43117560072396,73.89578430030181,0.9032745287176538,0.3457865353240347,0.387302171742909,night,2,danger
18.44677232116068,73.84254734187724,0.2721657936816828,0.8389800786630472,0.8286909703975375,day,1,safe
18.45034979740125,73.87737262303897,0.7549408421631405,0.1424267254374857,0.0100384579703396,day,2,danger
18.412770362891457,73.89417959585691,0.1063258293161094,0.9431680572441578,0.8201384284738111,night,1,safe
18.429372768599865,73.9047900287814,0.276112871408031,0.46796340928471,0.9519898572897936,day,4,safe
18.443939851958174,73.84295013811652,0.2680614078660305,0.3570556405849766,0.4410806507675163,day,4,safe
18.437873576952192,73.86414639156536,0.6380356484345192,0.8477834501492026,0.6243549471888302,day,0,danger
18.464364319340717,73.91657649270967,0.5948886826469401,0.4180941321034307,0.252541397879848,day,3,danger
18.43210321408712,73.86326088894279,0.2380325172082019,0.4373643149087886,0.5052480103542153,night,4,safe
18.421366300254807,73.88448030656541,0.9113605142887348,0.4042463625736844,0.5237354196817553,day,3,danger
18.431334189099505,73.84144642323878,0.2953191365872285,0.314075313467017,0.6619071909527663,day,4,safe
18.481284063787104,73.9028925403184,0.771499025956943,0.4154237847005606,0.5340048196985935,night,3,danger
18.472969783446008,73.90110643703257,0.9693568399357596,0.6797593100160118,0.0864576324160107,day,3,danger
18.438158640870483,73.90071612082164,0.8413670235443919,0.3468195569220389,0.3163062922321974,day,3,danger
18.418652168617545,73.84712501216234,0.4041411899208756,0.2182376699855142,0.9479407839804646,night,4,safe
18.454327407905776,73.84162936157668,0.7877954530719535,0.9057829026362674,0.8260357642446309,day,0,danger
18.448756692375586,73.8772582679548,0.8465176927854213,0.924392590141306,0.0468603105467367,day,0,danger
18.48687685489385,73.84693655815906,0.8510712514959627,0.3900797296938662,0.2672196124949458,night,3,danger
18.447785742876828,73.86213342568237,0.8646376227897494,0.248571757589128,0.3467549175190187,night,2,danger
18.46765156098818,73.85597926692785,0.8779911518250777,0.5887587515300614,0.3389981870344433,night,3,danger
18.450371507034177,73.84163590707963,0.4247098131413177,0.8615671273900738,0.3654759440815851,day,1,safe
18.47202793556997,73.8376644369235,0.0281050425911697,0.8196836650874039,0.959851240657539,night,1,safe
18.467985602316304,73.84323485248333,0.7793922876442643,0.333036206349607,0.5087802712551497,night,2,danger
18.442259720997367,73.8435926362615,0.6176495680601596,0.8430212533098849,0.76230928024952,day,0,danger
18.44800357587113,73.8775531299864,0.918171871258303,0.0019005451400762,0.1998868749643514,night,2,danger
18.47222408105394,73.87876011495415,0.9794168637543595,0.3441036206732691,0.648764546616955,night,2,danger
18.487997794386345,73.86387429059127,0.0772216707752661,0.2044651179896912,0.9071369622130796,night,4,safe
18.424524625085063,73.89824486876797,0.9271237012768196,0.128997862648437,0.8463790766960059,night,2,danger
18.427755439979208,73.84828354053731,0.7566830382006556,0.9740019364426916,0.6079348740026294,night,0,danger
18.42937601581953,73.88533341429883,0.1411463270557195,0.1492916099876566,0.9429993060528652,day,4,safe
18.453126952364705,73.86436306287031,0.8368259946313882,0.3829659949004085,0.0706135462219253,day,3,danger
18.47771272357749,73.85177536204827,0.9169458876188408,0.1507930560329489,0.9397768409864048,day,2,danger
18.425361286052777,73.84891545312256,0.7577864686107151,0.6690068803446862,0.6479348160836659,night,3,danger
18.47164759772201,73.86590145811125,0.0993434778435329,0.2916416621066382,0.2579431408141842,night,4,safe
18.434606889896585,73.87900995368032,0.8723573529939995,0.1407995951097372,0.1100257817845716,day,2,danger
18.44871089372943,73.9236293827417,0.2295656189610742,0.6085987226193568,0.255965266209215,day,1,safe
18.473714248769497,73.8817239337617,0.9733783258643904,0.8605073047105222,0.3642160095494128,day,0,danger
18.452660867812337,73.87489238637549,0.7649970738871877,0.6207459087435928,0.2218570434027668,day,3,danger
18.452397475806645,73.85586384414569,0.2868601628848517,0.4505426856158467,0.3179090291063284,day,4,safe
18.454983254867145,73.87707212773883,0.9936331658761648,0.9941018335813924,0.1255916375106444,night,0,danger
18.45282241219388,73.87624364311117,0.9264096840041706,0.774577548524485,0.1773653371083888,day,0,danger
18.437757978520764,73.87379417310962,0.008622322157977,0.6374882446228184,0.9238441229294144,night,1,safe
18.494148774664705,73.88563106946242,0.2939574143636951,0.2882877688608698,0.8859398373763393,day,4,safe
18.44456956247569,73.8729749885883,0.7873344314126103,0.1072051061268527,0.295347340699769,night,2,danger
18.440626421588547,73.83158060655369,0.1998305032891828,0.0386684585147314,0.0547054191129057,night,4,safe
18.447351751950464,73.8504434498466,0.5580487355802334,0.9999846627123066,0.0735188658848009,night,0,danger
18.44871372218347,73.87937822330346,0.924445913705354,0.3036908467251042,0.1031640647688282,day,2,danger
18.44981350295839,73.87049979598358,0.8134009207090345,0.91819895990845,0.3592204884335736,day,0,danger
18.48166151612278,73.91148977678273,0.9646576793688588,0.7159990984359449,0.0080431338550793,day,0,danger
18.46747346953353,73.83457680587503,0.1785078467813754,0.893763354532931,0.178818248185921,day,1,safe
18.45540939961386,73.89817311152497,0.6852431720429172,0.6546070835257324,0.0567973642348238,day,3,danger
18.459056409305838,73.87408395484792,0.9679749750641904,0.1312838023164396,0.039534052896597,night,2,danger
18.47598695808245,73.8639799544846,0.4055696451399687,0.1348445096285243,0.3908216225778528,day,4,safe
18.43825291887873,73.8677149712857,0.2258325773670396,0.986626635864641,0.3662378672234306,night,1,safe
18.435056415737364,73.85878896092356,0.9104755523199222,0.2686783331453695,0.5207930446605458,day,2,danger
18.444962170987324,73.88036479877105,0.8393683253603599,0.9242909775632272,0.3844794926944378,day,0,danger
18.450832256822224,73.83192925676711,0.5775483950867912,0.8557032084089488,0.0824619460596478,night,0,danger
18.454145281209485,73.86067015207537,0.1516557953802948,0.4185961927476893,0.0024795354118247,night,4,safe
18.46814552366553,73.8744123341069,0.9032744794777317,0.6149597616652539,0.5934707927788611,night,3,danger
18.48626270486769,73.90220667306102,0.6057952694542691,0.1353521166345471,0.9801413986416152,day,2,danger
18.456686007105397,73.87269551921442,0.803587217662786,0.7458128408011165,0.3287464464031611,night,0,danger
18.455092614316467,73.86441774078541,0.9754594934511917,0.2057981091394144,0.1134930463766122,night,2,danger
18.4462327926904,73.8585045816491,0.0138674205310094,0.0669675729955282,0.048122984206482,night,4,safe
18.43165163610537,73.86307778814634,0.3607639404054542,0.0256638953128316,0.835547585022171,day,4,safe
18.42369955800643,73.89981973364277,0.790516536341789,0.0078267370027933,0.419143969801304,day,2,danger
18.47239605789824,73.89115196605724,0.657360991417441,0.5954345849879094,0.0168479718830776,day,3,danger
18.44616862131856,73.88436317367425,0.9855875583056556,0.1602006364706556,0.0206767466741639,night,2,danger
18.45524193429542,73.84063641033318,0.2337446568316978,0.3806866912009102,0.3521721829265077,day,4,safe
18.451628284814024,73.87998671220339,0.9631990153171516,0.7024336095777793,0.3876773181569024,day,0,danger
18.44501825226634,73.8874558538985,0.567239237652279,0.3535347707373668,0.6134898188479799,night,3,danger
18.45755497754096,73.8703000406914,0.9244333624558948,0.933721230503049,0.1511428469920638,night,0,danger
18.43162268490105,73.88832141443471,0.0903503672022395,0.6220728389850515,0.2152152189701895,day,1,safe
18.45395331905454,73.87016267277623,0.7501302567255724,0.5645076063840629,0.2758768106288593,night,3,danger
18.44610043528265,73.86599631131341,0.9892242998967712,0.2078464592695972,0.346720476259455,night,2,danger
18.458339175415816,73.87691685081137,0.9227617641535502,0.9352476459138156,0.0848416778550244,night,0,danger
18.46129903765055,73.84973509736689,0.1304802437393586,0.4763149361409273,0.271584496488882,night,4,safe
18.477239491311124,73.8891554222057,0.5172536128986384,0.5900789154295035,0.91121574511569,night,3,danger
18.44342809048176,73.91052413878327,0.5334188035967112,0.0756634429469896,0.4887510720760948,day,4,safe
18.45081283660596,73.86774881384738,0.8769462429407504,0.6085495738100454,0.0815478636022156,day,3,danger
18.45110360577548,73.88161042582448,0.9735500513803168,0.6482212022806059,0.2955454563335752,night,3,danger
18.44417345869568,73.86669413750194,0.7747957392293962,0.8443005765574535,0.2750987648571327,night,0,danger
18.442245935722823,73.86999962767692,0.9986443013505448,0.3278996561213142,0.305713373625336,day,2,danger
18.46470332968756,73.92159442754536,0.8972999113913929,0.6202706368420126,0.3333581886170379,night,3,danger
18.446376020753632,73.8854833759735,0.6114291029474375,0.3706873938666507,0.4474807301179684,day,3,danger
18.422663422358884,73.85939510017478,0.1463972979329885,0.7389799624608738,0.9368207424614844,night,1,safe
18.479517587904592,73.89117385001126,0.3313563139822025,0.6754588832427271,0.3500712618822961,night,1,safe
18.457588340917027,73.90000227719496,0.0627467863814192,0.571543638942609,0.1282484561832013,day,1,safe
18.453199073877272,73.88982323716357,0.9602389863139388,0.2553132550159033,0.0398503720116434,night,2,danger
18.415294626160964,73.89651903839544,0.3673267633010256,0.6229520490241498,0.8801599393592584,night,1,safe
18.45228130397868,73.85509185039459,0.8079949756602148,0.4512446640797426,0.0844992536475192,night,3,danger
18.45667958717805,73.88654831907081,0.8000277849695682,0.4916246689285024,0.3534157877860702,night,3,danger
18.444250310580315,73.86455691446457,0.9362416396126102,0.8408614593881237,0.1056788295265034,day,0,danger
18.46811890551924,73.90086293213291,0.6096515111806323,0.3748088126502312,0.162703138862243,day,3,danger
18.4772830609804,73.8839039558216,0.5199900013547664,0.029162278223074,0.7285392266212124,day,4,safe
18.44632310597352,73.90382567908014,0.08413476711744,0.8731300997016322,0.741206894688829,night,1,safe
18.48032205773196,73.90990518135463,0.524469195973471,0.9504438735093677,0.0070142573952057,night,0,danger
18.446197532189053,73.84906379288608,0.1348445715093259,0.3395512644611861,0.4179571436990288,day,4,safe
18.45079695200113,73.87787259309292,0.9848466635313952,0.3200206037323029,0.2670879667625396,night,2,danger
18.45488564265119,73.88586215825605,0.8452858053769516,0.9300671688582848,0.1622204022555759,night,0,danger
18.45283836526613,73.86752568198753,0.8773046582945205,0.2781127069166799,0.3349888724617884,day,2,danger
18.470055587574198,73.88154382779328,0.898221088460566,0.3093002271056294,0.9570476515982912,night,2,danger
18.46414993811326,73.87648505898818,0.9545827790419056,0.3011435644260889,0.2757363420514916,night,2,danger
18.455535369535667,73.8735476742982,0.8733842510127385,0.7539611799157094,0.2397741735396561,day,0,danger
18.48968201754536,73.90211929525786,0.4313020583540579,0.8321293486907378,0.3549398072037449,day,1,safe
18.45398037282112,73.85610948798212,0.1883466332566434,0.2049428821379473,0.26576929309507,night,4,safe
18.47027877976217,73.83802094610623,0.1319420549011396,0.0712500024037979,0.2545313253602232,day,4,safe
18.447561813542727,73.89853398545849,0.5772804687150547,0.0537047939593704,0.3140728935355766,day,2,danger
18.421454496712528,73.84915491496305,0.9113035856037086,0.3276451543771481,0.8944278201340368,day,2,danger
18.442595281381085,73.8935717774707,0.025545146445971,0.149513601223972,0.5351392869319475,night,4,safe
18.47383885444964,73.88469655992736,0.3143781729421474,0.544731627019595,0.1028511999044985,night,1,safe
18.410181461866983,73.86269115769564,0.2937718720111404,0.1446405384301008,0.7373971009445205,day,4,safe
18.462535016292797,73.90601706115726,0.0084742151489728,0.906806482350999,0.500601932186848,night,1,safe
18.44613173431881,73.87533796025566,0.8083286254254287,0.1317033511164275,0.1500554153806331,night,2,danger
18.447880511303623,73.89672669685599,0.9892235998526347,0.228795538990876,0.6848019004135233,night,2,danger
18.45137471977536,73.87671897862774,0.969368984202432,0.5791405523909194,0.1893704883808547,day,3,danger
18.43378877628509,73.89827195002691,0.0661012824450772,0.5811632925006792,0.5416638791127953,night,1,safe
18.451750036242924,73.8764283254955,0.8992910143052291,0.0549427653983543,0.0649599344338982,day,2,danger
18.42935371573812,73.85039799327393,0.2227304500897872,0.7966731697862012,0.7646199826465646,day,1,safe
18.42333964513476,73.9113189379307,0.033221207175367,0.8640687256925179,0.7617569535041414,night,1,safe
18.461248891546205,73.90559429125608,0.2339312253598826,0.6808209728537381,0.7385185014316294,day,1,safe
18.458969139968644,73.85555549662955,0.1609765760976993,0.2140951485252267,0.7611630795363291,day,4,safe
18.45780236690001,73.89209700693415,0.7504157972283085,0.6561168582195115,0.9955326153609966,day,3,danger
18.45348155851801,73.8701600488697,0.8886408300078392,0.3146471992292893,0.2492013628334312,night,2,danger
18.465676387586747,73.86391482398408,0.6557936275049674,0.9708943402456656,0.1133909550510158,night,0,danger
18.46908800855933,73.89133404219831,0.2735505412630241,0.9113767715498284,0.2670999271567332,day,1,safe
18.459029621334025,73.88441323086859,0.8370827072347693,0.5081075000628446,0.0854320095945244,day,3,danger
18.474399223039025,73.84990536666224,0.3986800706802962,0.0932988889248507,0.8782193308414143,night,4,safe
18.47799741142168,73.86308308719471,0.630668920047484,0.0384124580058278,0.8740289857440708,day,2,danger
18.451141276741705,73.87588860363257,0.9714494126864266,0.119815385975425,0.0128335345515428,night,2,danger
18.44816726406164,73.83891917830213,0.6276991663835655,0.6225825614681911,0.7861459711498363,day,3,danger
18.45247743691004,73.85813748154648,0.981484587356931,0.2299162770152591,0.9035141784650004,night,2,danger
18.45793873862253,73.91921891545542,0.2996964368976924,0.4017696071772993,0.2274078777103624,night,4,safe
18.434987564354696,73.87230881517488,0.7185210022284877,0.0525670430693758,0.4846815168165446,night,2,danger
18.43715281233727,73.88115996804399,0.5629199521839652,0.4892760612390084,0.5259285072660131,night,3,danger
18.45057565752085,73.88461572241746,0.8285700703681527,0.5864804097285019,0.0016379919309382,day,3,danger
18.452392593797835,73.87191436596288,0.8017207236823093,0.6672564160843537,0.0131589139254035,day,3,danger
18.458713709951414,73.87511390538162,0.883153422912018,0.4704233222600675,0.0905529900360359,day,3,danger
18.426981383187723,73.8985024146076,0.5453526890580565,0.298266361003965,0.0787232034446249,night,4,safe
18.43733612398761,73.87710747130537,0.056834427324211,0.7002019373520436,0.9015469050926804,night,1,safe
18.453803612852926,73.87208516518453,0.9332142567760072,0.72515533697003,0.3287091704233619,day,0,danger
18.42880084508716,73.8410816406212,0.8035194054678422,0.0019637912172022,0.0737228773391727,night,2,danger
18.460043269733777,73.87532557372332,0.7738848975476021,0.6316888098164167,0.062272729704143,night,3,danger
18.420798795451635,73.86039467077478,0.919503363837352,0.0058594655443109,0.1679477899875875,day,2,danger
18.438735176277728,73.89794405182289,0.3531716642047937,0.8388352163097684,0.5961674171324176,day,1,safe
18.445391648497527,73.917934968352,0.2220369921489657,0.4192753696961753,0.2593408168294583,night,4,safe
18.451972526608724,73.85730101648655,0.2203375214900765,0.7993071721349165,0.9948900880252024,night,1,safe
18.47535140399773,73.90190576698635,0.3968373540071483,0.6259954123110586,0.7998804914038562,night,1,safe
18.458977940659437,73.88552603652403,0.9606694454684692,0.905766397608836,0.156767250031558,day,0,danger
18.45738804607756,73.85706979835976,0.3891036087504601,0.7341389036668294,0.7451845332226079,night,1,safe
18.47930781036532,73.87522309110656,0.3021125790493514,0.881297011348635,0.3716887929339054,night,1,safe
18.4320818317482,73.87137737485706,0.9927633371419394,0.4742657822687079,0.1883737880900142,day,3,danger
18.4708545394849,73.87269585422065,0.7834657752578764,0.6338766289584864,0.6711939901867776,night,3,danger
18.431105945456647,73.85867655700741,0.7440900410730296,0.4782035565862007,0.647344087708495,day,3,danger
18.48979024058501,73.89409051931192,0.3196037307163295,0.3083665238320145,0.3098411174329049,night,4,safe
18.413739592438947,73.88101464958633,0.8029480129257859,0.995965620271804,0.4005932028740407,night,0,danger
18.430053515512878,73.84203695937225,0.5114534905550727,0.3355219177696893,0.0234595591292551,night,4,safe
18.46705396493217,73.87361053749045,0.9047014543070128,0.9466801885242564,0.9207139029490996,day,0,danger
18.42420294164468,73.86768768519643,0.68148614002298,0.0737128343703532,0.4691725275736959,day,2,danger
18.46609089026868,73.83210542900808,0.9906739832646224,0.4197859124790273,0.02966097133915,day,3,danger
18.45118954253133,73.88228033650753,0.8502894368317138,0.4488505318121017,0.3013020721082516,night,3,danger
18.47024458635085,73.8625688803459,0.8379149662539774,0.4498303887891147,0.724651094632129,night,3,danger
18.46086382317388,73.87769675113299,0.9674976547939412,0.8093939421643535,0.3291491403510004,day,0,danger
18.45941778409686,73.84067200687775,0.5901867012162499,0.8581165240461033,0.4089235429813266,night,0,danger
18.459253045970375,73.87504466910342,0.8467771643610179,0.6633771448235667,0.2494197182184036,day,3,danger
18.43874741903736,73.85724855255422,0.8678656212606692,0.2210959457589396,0.3433901083859196,day,2,danger
18.45897501459013,73.87099908141064,0.9448512916711866,0.1983211911985684,0.2037922682377853,day,2,danger
18.46066034029645,73.883336337338,0.9562564370065644,0.0621542701148478,0.3812320037820087,night,2,danger
18.4538485434864,73.8757578975318,0.9027437619936078,0.555863358402843,0.3088934808031652,night,3,danger
18.439924951375968,73.84504348916879,0.8533381180116464,0.0618256751245619,0.5109746673786113,night,2,danger
18.4851164383892,73.85730396443259,0.5063377676787176,0.2987883300296227,0.7932949915451207,day,4,safe
18.46942057277673,73.86572342241283,0.4410287373520599,0.4199938419100124,0.0652103531957812,night,4,safe
18.447517187063504,73.9212758906849,0.0142353445803165,0.511107679675477,0.2259608975260695,day,1,safe
18.48579493108755,73.88934060005086,0.5131012759211628,0.6480978448968816,0.4447770066573401,day,1,safe
18.468057270293205,73.88603356450957,0.5525278594410985,0.7374399351821304,0.8870067531216191,day,0,danger
18.46958639304445,73.87505092955487,0.7045007592666624,0.4916386298130166,0.503647062532968,night,3,danger
18.450976807816986,73.87383155345692,0.8737536377497456,0.5602767771132247,0.1585709730826755,day,3,danger
18.469431658939296,73.90637246926505,0.5238663792270335,0.6258224767190813,0.3950088489973964,day,3,danger
18.45012941662604,73.85376520112199,0.9361895932334346,0.8099714213379501,0.926526420252081,day,0,danger
